Product Name;Lowest Price;Promo Price @ FPT;Promo Price @ FPT + VNPay;Promo Price @ MW;Promo Price @ MW + VNPay;Promo Price @ TopZone;Promo Price @ TZ + VNPay;Promo Price @ VT;Promo Price @ VT + VNPay;Promo Price @ SD;Promo Price @ SD + VNPay;Promo Price @ HH;Promo Price @ HH + VNPay;Promo Price @ DDV;Promo Price @ CPS;Promo Price @ CPS + VNPAY;Promo Price @ Tiki;Promo Price @ Shopee;Stock @ FPT;Stock @ MW;Stock @ TopZone;Stock @ VT;Stock @ SD;Stock @ HH;Stock @ DDV;Stock @ CPS;Stock @ Tiki;Stock @ Shopee;Date
"MacBook Pro 14"" 2021 M1 Pro 1TB";55.490.000;57.990.000;57.590.000;58.890.000;58.890.000;58.690.000;58.690.000;update later;update later;57.990.000;57.990.000;58.890.000;58.190.000;58.590.000;58.990.000;58.690.000;55.490.000;not trading;Yes;Yes;Yes;update later;Yes;Yes;No;Yes;Yes;not trading;2022-10-23
MacBook Pro M2 2022 13 inch 8CPU 10GPU 8GB 256GB;29.190.000;32.490.000;32.090.000;32.890.000;32.890.000;32.690.000;32.690.000;not trading;not trading;29.890.000;29.390.000;29.890.000;29.190.000;30.590.000;29.990.000;29.690.000;30.290.000;not trading;Yes;Yes;Yes;not trading;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-23
MacBook Pro M2 2022 13 inch 8CPU 10GPU 8GB 512GB;34.490.000;37.990.000;37.590.000;38.190.000;38.190.000;37.990.000;37.990.000;not trading;not trading;35.190.000;34.690.000;35.190.000;34.490.000;35.990.000;34.990.000;34.690.000;34.990.000;35.410.000;Yes;Yes;Yes;not trading;Yes;Yes;No;Yes;Yes;Yes;2022-10-23
MacBook Air M2 2022 13 inch 8CPU 8GPU 8GB 256GB;28.290.000;30.990.000;30.590.000;30.690.000;30.690.000;30.490.000;30.490.000;not trading;not trading;28.990.000;28.490.000;28.990.000;28.290.000;28.690.000;29.590.000;29.290.000;28.970.000;28.850.000;Yes;Yes;Yes;not trading;Yes;Yes;Yes;Yes;Yes;Yes;2022-10-23
MacBook Air M2 2022 13 inch 8CPU 10GPU 8GB 512GB;35.590.000;35.990.000;35.590.000;37.190.000;37.190.000;36.990.000;36.990.000;not trading;not trading;36.490.000;35.990.000;36.590.000;35.890.000;36.990.000;36.590.000;36.290.000;not trading;35.719.000;Yes;Yes;Yes;not trading;Yes;Yes;No;Yes;not trading;Yes;2022-10-23
"MacBook Pro 13"" 2020 Touch Bar M1 256GB";27.390.000;28.999.000;28.599.000;32.190.000;31.890.000;31.990.000;31.990.000;update later;update later;27.890.000;27.390.000;28.590.000;27.890.000;27.990.000;28.190.000;27.890.000;28.350.000;36.990.000;Yes;Yes;Yes;update later;Yes;Yes;Yes;Yes;Yes;No;2022-10-23
"MacBook Pro 13"" 2020 Touch Bar M1 512GB";30.990.000;35.499.000;35.099.000;36.490.000;36.490.000;36.290.000;36.290.000;update later;update later;31.490.000;30.990.000;32.590.000;31.890.000;37.490.000;32.590.000;32.290.000;31.590.000;35.500.000;Yes;Yes;Yes;update later;Yes;Yes;No;No;Yes;Yes;2022-10-23
"MacBook Air 13"" 2020 M1 256GB";22.190.000;23.499.000;23.099.000;23.190.000;23.190.000;22.990.000;22.990.000;update later;update later;22.850.000;22.350.000;22.890.000;22.190.000;22.490.000;23.090.000;22.790.000;22.990.000;22.600.000;Yes;Yes;Yes;update later;Yes;Yes;Yes;Yes;Yes;No;2022-10-23
"MacBook Air 13"" 2020 M1 512GB";27.290.000;30.699.000;30.299.000;not trading;not trading;31.290.000;31.290.000;update later;update later;29.990.000;29.490.000;27.990.000;27.290.000;29.990.000;28.990.000;28.690.000;27.990.000;35.990.000;No;not trading;Yes;update later;Yes;Yes;No;No;Yes;No;2022-10-23
Apple Watch Series 8 GPS + Cellular 45mm viền nhôm dây cao su;14.000.000;14.990.000;14.240.500;N/A;N/A;N/A;N/A;14.990.000;14.490.000;14.250.000;14.000.000;14.290.000;14.090.000;14.490.000;14.990.000;14.690.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;Yes;No;N/A;N/A;2022-10-23
Apple Watch Series 8 GPS + Cellular 41mm viền nhôm dây cao su;13.290.500;13.990.000;13.290.500;N/A;N/A;N/A;N/A;13.990.000;13.490.000;13.650.000;13.400.000;13.690.000;13.490.000;13.990.000;13.990.000;13.690.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-23
Apple Watch Series 8 GPS 45mm viền nhôm dây cao su;11.000.000;11.990.000;11.390.500;N/A;N/A;N/A;N/A;11.990.000;11.490.000;11.250.000;11.000.000;11.290.000;11.090.000;11.490.000;11.990.000;11.690.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-23
Apple Watch Series 8 GPS 41mm viền nhôm dây cao su;10.200.000;10.990.000;10.440.500;N/A;N/A;N/A;N/A;10.990.000;10.490.000;10.450.000;10.200.000;10.490.000;10.290.000;10.990.000;10.990.000;10.690.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-23
Apple Watch SE 2 GPS + Cellular 44mm viền nhôm dây cao su;8.690.000;9.490.000;9.190.000;N/A;N/A;N/A;N/A;9.490.000;9.015.500;8.850.000;8.850.000;8.850.000;8.750.000;9.790.000;8.990.000;8.690.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;No;Yes;N/A;N/A;2022-10-23
Apple Watch SE 2 GPS + Cellular 40mm viền nhôm dây cao su;8.050.000;8.490.000;8.190.000;N/A;N/A;N/A;N/A;8.490.000;8.065.500;8.150.000;8.150.000;8.150.000;8.050.000;8.290.000;8.490.000;8.190.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;No;Yes;N/A;N/A;2022-10-23
Apple Watch SE 2 GPS 44mm viền nhôm dây cao su;7.590.500;7.990.000;7.690.000;N/A;N/A;N/A;N/A;7.990.000;7.590.500;7.850.000;7.850.000;7.850.000;7.750.000;8.490.000;7.990.000;7.840.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-23
Apple Watch SE 2 GPS 40mm viền nhôm dây cao su;6.640.500;6.990.000;6.690.000;N/A;N/A;N/A;N/A;6.990.000;6.640.500;6.750.000;6.750.000;6.750.000;6.650.000;7.290.000;6.990.000;6.840.000;N/A;N/A;Yes;N/A;N/A;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-23
Apple Watch Series 7 GPS + Cellular 45mm viền nhôm dây cao su;12.340.500;13.490.000;13.190.000;13.990.000;13.590.000;13.790.000;13.390.000;12.990.000;12.340.500;12.990.000;12.740.000;13.490.000;13.290.000;12.990.000;12.990.000;12.690.000;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;not trading;2022-10-23
Apple Watch Series 7 GPS + Cellular 41mm viền nhôm dây cao su;11.290.000;12.490.000;12.190.000;12.990.000;12.590.000;12.990.000;12.590.000;12.490.000;11.865.500;11.590.000;11.340.000;11.890.000;11.690.000;11.890.000;11.590.000;11.290.000;not trading;14.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;No;2022-10-23
Apple Watch Series 7 GPS 45mm viền nhôm dây cao su;10.090.000;10.990.000;10.690.000;10.990.000;10.590.000;10.990.000;10.590.000;10.590.000;10.090.000;10.350.000;10.100.000;10.890.000;10.690.000;10.890.000;10.590.000;10.290.000;12.920.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;not trading;2022-10-23
Apple Watch Series 7 GPS 41mm viền nhôm dây cao su;8.740.000;9.990.000;9.690.000;9.990.000;9.590.000;9.990.000;9.590.000;9.790.000;9.300.500;8.990.000;8.740.000;9.590.000;9.490.000;9.190.000;9.190.000;8.890.000;9.190.000;9.600.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-10-23
Apple Watch SE GPS + Cellular 44mm viền nhôm dây cao su;7.840.000;8.899.000;8.599.000;9.990.000;9.590.000;9.790.000;9.390.000;temporary OOS;temporary OOS;7.990.000;7.990.000;8.190.000;8.090.000;9.590.000;7.990.000;7.840.000;not trading;not trading;Yes;Yes;Yes;No;Yes;Yes;No;Yes;not trading;not trading;2022-10-23
Apple Watch SE GPS + Cellular 40mm viền nhôm dây cao su;7.390.000;8399000;8099000;not trading;not trading;not trading;not trading;temporary OOS;temporary OOS;8.290.000;8.290.000;7.490.000;7.390.000;8.590.000;7.990.000;7.840.000;not trading;not trading;No;not trading;No;No;Yes;Yes;No;No;not trading;not trading;2022-10-23
Apple Watch SE GPS 44mm viền nhôm dây cao su;7.240.000;7.999.000;7.699.000;7.990.000;7.590.000;7.990.000;7.590.000;temporary OOS;temporary OOS;7.350.000;7.350.000;7.490.000;7.390.000;8.590.000;7.390.000;7.240.000;not trading;7.890.000;Yes;Yes;Yes;No;Yes;Yes;No;Yes;not trading;Yes;2022-10-23
Apple Watch SE GPS 40mm viền nhôm dây cao su;6.100.000;6.999.000;6.699.000;6.990.000;6.590.000;6.990.000;6.590.000;temporary OOS;temporary OOS;6.350.000;6.350.000;6.390.000;6.290.000;6.990.000;6.250.000;6.100.000;not trading;6.790.000;Yes;Yes;Yes;No;Yes;Yes;No;Yes;not trading;No;2022-10-23
Apple Watch Series 3 GPS 42mm viền nhôm dây cao su;5.250.000;5.599.000;5.299.000;5.790.000;5.390.000;5.690.000;5.290.000;not trading;not trading;5.450.000;5.350.000;5.590.000;5.490.000;update later;5.400.000;5.250.000;5.590.000;5.190.000;Yes;Yes;Yes;not trading;Yes;Yes;update later;No;Yes;Yes;2022-10-23
Apple Watch Series 3 GPS 38mm viền nhôm dây cao su;4.290.000;4.799.000;4.499.000;4.790.000;4.390.000;4.690.000;4.290.000;temporary OOS;temporary OOS;4.550.000;4.450.000;4.790.000;4.690.000;update later;4.800.000;4.650.000;not trading;4.590.000;Yes;Yes;Yes;No;Yes;Yes;update later;No;not trading;No;2022-10-23
AirPods Max;9.590.000;12.999.000;12.999.000;11.890.000;11.890.000;11.890.000;11.890.000;temporary OOS;temporary OOS;12.590.000;12.590.000;9.790.000;9.690.000;9.890.000;9.890.000;9.590.000;14.990.000;13.990.000;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;2022-10-23
AirPods Pro 2021;4.480.000;4.999.000;4.999.000;5.390.000;5.290.000;4.990.000;4.990.000;4.890.000;4.890.000;4.580.000;4.480.000;4.750.000;4.650.000;4.890.000;4.790.000;4.640.000;not trading;4.590.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;Yes;2022-10-23
AirPods 3 2021;4.350.000;4.799.000;4.799.000;4.590.000;4.490.000;4.590.000;4.590.000;4.490.000;4.490.000;4.450.000;4.350.000;4.490.000;4.390.000;4.390.000;4.790.000;4.640.000;4.490.000;4.590.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-10-23
AirPods 2 hộp sạc dây;2.680.000;2.999.000;2.999.000;2.990.000;2.990.000;2.990.000;2.990.000;2.890.000;2.890.000;2.680.000;2.680.000;2.680.000;2.680.000;2.690.000;2.690.000;2.690.000;2.750.000;2.890.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-10-23
AirTag - 4 Pack;2.190.000;2.799.000;2.799.000;not trading;not trading;2.230.000;2.230.000;2.190.000;2.190.000;2.490.000;2.490.000;2.190.000;2.190.000;2.390.000;2.500.000;2.500.000;2.540.000;not trading;Yes;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-23
AirTag - 1 Pack;590.000;799.000;799.000;710.000;688.700;710.000;710.000;temporary OOS;temporary OOS;720.000;720.000;590.000;590.000;750.000;790.000;790.000;not trading;not trading;Yes;No;Yes;No;Yes;No;Yes;Yes;not trading;not trading;2022-10-23
iPhone 14 Pro Max 128GB;30.790.000;N/A;N/A;33.990.000;33.990.000;33.990.000;33.990.000;32.990.000;31.990.000;33.850.000;32.850.000;31.490.000;30.790.000;34.990.000;33.990.000;33.690.000;N/A;N/A;N/A;No;No;Yes;Yes;No;No;No;N/A;N/A;2022-10-24
iPhone 14 Pro Max 256GB;33.290.000;N/A;N/A;36.990.000;36.990.000;36.990.000;36.990.000;35.990.000;34.990.000;36.450.000;35.450.000;33.990.000;33.290.000;38.990.000;36.990.000;36.690.000;N/A;N/A;N/A;No;No;Yes;Yes;No;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Pro Max 512GB;39.290.000;N/A;N/A;43.490.000;43.490.000;43.490.000;43.190.000;41.990.000;40.990.000;42.750.000;41.750.000;39.990.000;39.290.000;44.990.000;43.990.000;43.690.000;N/A;N/A;N/A;No;Yes;Yes;Yes;No;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Pro Max 1TB;43.290.000;N/A;N/A;49.490.000;49.190.000;49.490.000;49.190.000;47.990.000;46.990.000;49.950.000;48.950.000;43.990.000;43.290.000;48.990.000;48.990.000;48.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;No;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Pro 128GB;27.290.000;N/A;N/A;30.490.000;30.190.000;30.490.000;30.190.000;29.990.000;28.990.000;28.950.000;27.950.000;27.990.000;27.290.000;29.490.000;30.990.000;30.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;No;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Pro 256GB;29.750.000;N/A;N/A;32.990.000;32.690.000;32.990.000;32.690.000;32.990.000;31.990.000;30.750.000;29.750.000;30.790.000;30.090.000;30.790.000;31.990.000;31.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Pro 512GB;34.950.000;N/A;N/A;38.990.000;38.690.000;38.990.000;38.690.000;38.990.000;37.990.000;35.950.000;34.950.000;35.990.000;35.290.000;36.490.000;37.590.000;37.290.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Pro 1TB;40.950.000;N/A;N/A;43.990.000;43.690.000;43.990.000;43.690.000;44.990.000;43.990.000;41.950.000;40.950.000;41.990.000;41.290.000;40.990.000;41.590.000;41.290.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Plus 128GB;23.290.000;N/A;N/A;26.990.000;26.690.000;26.990.000;26.690.000;25.990.000;24.990.000;24.250.000;23.750.000;23.990.000;23.290.000;23.990.000;24.990.000;24.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Plus 256GB;26.190.000;N/A;N/A;28.990.000;28.690.000;28.990.000;28.690.000;28.990.000;27.990.000;27.250.000;26.750.000;26.990.000;26.290.000;26.190.000;26.990.000;26.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 Plus 512GB;31.290.000;N/A;N/A;33.990.000;33.690.000;33.990.000;33.690.000;34.990.000;33.990.000;31.950.000;31.450.000;31.990.000;31.290.000;31.490.000;31.990.000;31.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 128GB;20.290.000;N/A;N/A;23.990.000;23.690.000;23.990.000;23.690.000;22.990.000;21.990.000;20.950.000;20.450.000;20.990.000;20.290.000;20.790.000;21.990.000;21.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 256GB;22.790.000;N/A;N/A;26.490.000;26.190.000;26.490.000;26.190.000;25.990.000;24.990.000;23.490.000;22.990.000;23.490.000;22.790.000;23.790.000;23.990.000;23.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;Yes;Yes;N/A;N/A;2022-10-24
iPhone 14 512GB;28.290.000;N/A;N/A;29.490.000;29.190.000;29.490.000;29.190.000;31.990.000;30.990.000;28.950.000;28.450.000;28.990.000;28.290.000;28.990.000;28.990.000;28.690.000;N/A;N/A;N/A;Yes;Yes;Yes;Yes;Yes;No;Yes;N/A;N/A;2022-10-24
iPhone 13 Pro Max 128GB;25.990.000;27.990.000;27.490.000;28.290.000;28.290.000;27.490.000;27.190.000;27.490.000;26.490.000;27.450.000;27.450.000;26.690.000;25.990.000;27.190.000;27.990.000;27.690.000;26.990.000;26.390.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;2022-10-24
iPhone 13 Pro Max 256GB;28.290.000;30.490.000;29.990.000;30.290.000;30.290.000;29.990.000;29.690.000;29.990.000;28.990.000;29.550.000;29.550.000;28.990.000;28.290.000;29.390.000;30.590.000;30.290.000;29.490.000;29.190.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;2022-10-24
iPhone 13 Pro Max 512GB;32.290.000;33.490.000;32.990.000;33.990.000;33.690.000;33.490.000;33.190.000;temporary OOS;temporary OOS;33.850.000;33.850.000;32.990.000;32.290.000;34.590.000;34.990.000;34.690.000;not trading;43.990.000;No;Yes;Yes;No;Yes;Yes;No;No;not trading;No;2022-10-24
iPhone 13 Pro Max 1TB;35.990.000;36.490.000;35.990.000;36.490.000;36.190.000;36.490.000;36.190.000;41.990.000;40.990.000;37.950.000;37.950.000;37.990.000;37.290.000;37.190.000;37.490.000;37.190.000;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;not trading;2022-10-24
iPhone 13 Pro 128GB;23.290.000;24.990.000;24.490.000;25.490.000;25.190.000;24.990.000;24.690.000;temporary OOS;temporary OOS;23.990.000;23.990.000;23.990.000;23.290.000;24.990.000;25.990.000;25.690.000;24.620.000;not trading;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-24
iPhone 13 Pro 256GB;26.290.000;26.990.000;26.490.000;27.290.000;27.290.000;26.990.000;26.690.000;28.990.000;27.990.000;26.490.000;26.490.000;26.990.000;26.290.000;26.490.000;27.990.000;27.690.000;not trading;26.390.000;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;not trading;No;2022-10-24
iPhone 13 Pro 512GB;29.990.000;30.490.000;29.990.000;30.490.000;30.190.000;30.490.000;30.190.000;34.290.000;33.290.000;31.790.000;31.790.000;32.490.000;31.790.000;30.490.000;32.500.000;32.200.000;not trading;40.990.000;No;Yes;Yes;Yes;Yes;Yes;Yes;No;not trading;No;2022-10-24
iPhone 13 Pro 1TB;31.490.000;31.990.000;31.490.000;31.990.000;31.690.000;31.990.000;31.690.000;39.290.000;38.290.000;34.990.000;34.990.000;37.490.000;36.790.000;37.990.000;33.990.000;33.690.000;not trading;not trading;No;Yes;Yes;Yes;Yes;Yes;No;No;not trading;not trading;2022-10-24
iPhone 13 128GB;18.490.000;18.990.000;18.490.000;19.790.000;19.790.000;19.190.000;18.890.000;18.990.000;18.490.000;18.490.000;18.490.000;18.790.000;18.590.000;18.790.000;19.590.000;19.290.000;18.850.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-24
iPhone 13 256GB;20.790.000;21.490.000;20.990.000;21.790.000;21.790.000;21.490.000;21.190.000;21.990.000;20.990.000;21.690.000;21.690.000;21.490.000;20.790.000;21.390.000;21.290.000;20.990.000;21.580.000;21.390.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-10-24
iPhone 13 512GB;24.290.000;26.990.000;26.490.000;26.990.000;26.690.000;26.690.000;26.390.000;not trading;not trading;24.890.000;24.890.000;24.990.000;24.290.000;26.990.000;25.500.000;25.200.000;not trading;23.990.000;Yes;Yes;Yes;not trading;Yes;Yes;No;No;not trading;No;2022-10-24
iPhone 13 mini 128GB;16.690.000;16.990.000;16.690.000;17.290.000;17.290.000;17.190.000;16.890.000;17.990.000;17.090.500;17.490.000;17.490.000;not trading;not trading;16.990.000;17.490.000;17.190.000;not trading;not trading;Yes;Yes;Yes;Yes;Yes;not trading;No;No;not trading;not trading;2022-10-24
iPhone 13 mini 256GB;19.490.000;19.990.000;19.490.000;20.990.000;20.990.000;20.690.000;20.690.000;20.990.000;19.990.000;19.990.000;19.990.000;not trading;not trading;19.990.000;21.990.000;21.690.000;not trading;not trading;No;No;No;Yes;Yes;not trading;No;No;not trading;not trading;2022-10-24
iPhone 13 mini 512GB;21.990.000;23.990.000;23.490.000;23.990.000;23.690.000;23.990.000;23.690.000;not trading;not trading;21.990.000;21.990.000;26.790.000;26.090.000;21.990.000;23.000.000;22.700.000;not trading;not trading;No;Yes;Yes;not trading;Yes;Yes;No;No;not trading;not trading;2022-10-24
iPhone 12 64GB;15.190.000;16.499.000;16.199.000;16.490.000;16.190.000;15.990.000;15.690.000;16.490.000;15.990.000;15.490.000;15.490.000;15.390.000;15.190.000;15.890.000;16.390.000;16.090.000;15.290.000;14.990.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;2022-10-24
iPhone 12 128GB;16.690.000;19.999.000;19.499.000;18.990.000;18.690.000;18.490.000;18.190.000;17.990.000;17.490.000;17.590.000;17.590.000;17.590.000;17.390.000;17.590.000;16.990.000;16.690.000;16.990.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;not trading;2022-10-24
iPhone 11 64GB;10.490.000;11.499.000;11.199.000;11.790.000;11.790.000;11.490.000;11.190.000;10.990.000;10.490.000;10.990.000;10.990.000;10.990.000;10.790.000;11.390.000;11.790.000;11.490.000;10.890.000;10.790.000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;2022-10-24
iPhone 11 128GB;11.990.000;13.499.000;13.199.000;13.490.000;13.190.000;12.990.000;12.690.000;12.490.000;11.990.000;12.390.000;12.390.000;12.990.000;12.790.000;12.990.000;13.490.000;13.190.000;12.490.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;not trading;2022-10-24
iPhone SE 2022 64GB;9.890.000;11.290.000;10.990.000;11.490.000;11.190.000;11.190.000;10.890.000;11.490.000;10.990.000;9.990.000;9.990.000;9.990.000;9.890.000;9.990.000;10.390.000;10.090.000;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;not trading;not trading;2022-10-24
iPhone SE 2022 128GB;10.790.000;12.490.000;12.190.000;13.290.000;13.290.000;13.490.000;13.190.000;temporary OOS;temporary OOS;11.990.000;11.990.000;10.990.000;10.790.000;11.990.000;11.990.000;11.690.000;not trading;not trading;Yes;No;Yes;No;Yes;Yes;No;Yes;not trading;not trading;2022-10-24
iPhone SE 2022 256GB;14.590.000;14.990.000;14.690.000;not trading;not trading;not trading;not trading;not trading;not trading;14.990.000;14.990.000;not trading;not trading;14.590.000;15.990.000;15.690.000;not trading;not trading;No;not trading;No;not trading;Yes;not trading;No;No;not trading;not trading;2022-10-24
iPad Pro 12.9 2021 M1 WiFi 5G 128GB;25.290.000;29.299.000;28.899.000;29.290.000;28.990.000;29.290.000;28.990.000;28.490.000;28.490.000;26.450.000;25.950.000;25.990.000;25.290.000;25.490.000;26.990.000;26.690.000;not trading;not trading;No;Yes;Yes;Yes;Yes;Yes;No;Yes;not trading;not trading;2022-10-24
iPad Pro 12.9 2021 M1 WiFi 5G 256GB;28.690.000;31.399.000;30.999.000;31.390.000;31.090.000;31.390.000;31.090.000;temporary OOS;temporary OOS;33.750.000;33.250.000;30.890.000;30.190.000;not trading;28.990.000;28.690.000;not trading;not trading;No;Yes;Yes;No;Yes;Yes;not trading;No;not trading;not trading;2022-10-24
iPad Pro 12.9 2021 M1 WiFi 128GB;23.290.000;25.999.000;25.599.000;25.490.000;25.190.000;25.490.000;25.190.000;24.290.000;24.290.000;24.750.000;24.250.000;23.990.000;23.290.000;23.990.000;24.590.000;24.290.000;not trading;not trading;Yes;Yes;Yes;Yes;Yes;Yes;No;No;not trading;not trading;2022-10-24
iPad Pro 12.9 2021 M1 WiFi 256GB;25.250.000;28.499.000;28.099.000;27.990.000;27.690.000;27.990.000;27.690.000;not trading;not trading;27.850.000;27.350.000;25.950.000;25.250.000;not trading;25.990.000;25.690.000;not trading;not trading;Yes;Yes;Yes;not trading;Yes;Yes;not trading;No;not trading;not trading;2022-10-24
iPad Pro 11 2021 M1 WiFi 5G 128GB;23.290.000;25.299.000;24.899.000;25.990.000;25.990.000;25.990.000;25.690.000;temporary OOS;temporary OOS;23.950.000;23.450.000;23.990.000;23.290.000;not trading;24.590.000;24.290.000;not trading;not trading;No;No;Yes;No;Yes;No;not trading;Yes;not trading;not trading;2022-10-24
iPad Pro 11 2021 M1 WiFi 5G 256GB;25.790.000;29.499.000;29.099.000;29.490.000;29.490.000;29.490.000;29.490.000;temporary OOS;temporary OOS;26.450.000;25.950.000;26.490.000;25.790.000;not trading;27.990.000;27.690.000;not trading;40.000.000;No;No;No;No;Yes;Yes;not trading;Yes;not trading;No;2022-10-24
iPad Pro 11 2021 M1 WiFi 128GB;18.450.000;19.999.000;19.599.000;20.290.000;20.290.000;19.190.000;18.890.000;19.490.000;18.515.500;18.950.000;18.450.000;18.990.000;18.790.000;19.190.000;19.690.000;19.390.000;19.000.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-24
iPad Pro 11 2021 M1 WiFi 256GB;21.790.000;23.999.000;23.599.000;23.490.000;23.490.000;23.490.000;23.190.000;temporary OOS;temporary OOS;22.450.000;21.950.000;22.490.000;21.790.000;not trading;23.690.000;23.390.000;not trading;not trading;No;No;Yes;No;Yes;Yes;not trading;Yes;not trading;not trading;2022-10-24
iPad Air 5 2022 10.9 inch M1 WiFi 5G 64GB;17.290.000;18.990.000;18.590.000;20.490.000;20.190.000;20.490.000;20.190.000;18.290.000;17.375.500;17.950.000;17.450.000;17.490.000;17.290.000;17.990.000;17.990.000;17.690.000;18.090.000;not trading;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-24
iPad Air 5 2022 10.9 inch M1 WiFi 5G 256GB;21.290.000;23.990.000;23.590.000;24.490.000;24.490.000;24.490.000;24.190.000;22.390.000;21.390.000;21.950.000;21.450.000;21.990.000;21.290.000;23.490.000;21.990.000;21.690.000;not trading;not trading;Yes;No;Yes;Yes;Yes;No;No;Yes;not trading;not trading;2022-10-24
iPad Air 5 2022 10.9 inch M1 WiFi 64GB;14.335.500;15.990.000;15.590.000;16.490.000;16.490.000;16.490.000;16.190.000;15.090.000;14.335.500;15.050.000;14.550.000;14.990.000;14.790.000;14.590.000;15.490.000;15.190.000;14.750.000;not trading;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;not trading;2022-10-24
iPad Air 5 2022 10.9 inch M1 WiFi 256GB;17.690.000;19.990.000;19.590.000;20.490.000;20.490.000;20.490.000;20.190.000;not trading;not trading;18.550.000;18.050.000;17.990.000;17.790.000;18.890.000;17.990.000;17.690.000;not trading;not trading;No;No;Yes;not trading;Yes;Yes;No;No;not trading;not trading;2022-10-24
iPad Air 10.9 2020 WiFi + Cellular 64GB;14.690.000;20.999.000;20.599.000;16.490.000;16.490.000;16.490.000;16.490.000;15.190.000;15.190.000;15.950.000;15.950.000;15.990.000;15.790.000;21.790.000;14.990.000;14.690.000;not trading;not trading;No;No;No;Yes;Yes;Yes;No;No;not trading;not trading;2022-10-24
