SKU,Days_Tracked,First_Price_Avg,Last_Price_Avg,Change_Pct,Volatility,Min_Price_Seen,Max_Price_Seen
iPhone 16 128GB - Xanh Mòng Két,39,16190000.0,19423333.333333332,19.97,1307930.69,0.0,24990000.0
iPhone 16 128GB - Đen,39,17740000.0,19506666.666666668,9.96,1358238.37,0.0,24990000.0
iPhone 16 256GB - Hồng,13,16715000.0,21090000.0,26.17,2331700.21,0.0,24990000.0
iPhone 16 256GB - Trắng,12,17740000.0,19973333.333333332,12.59,2159598.08,0.0,24990000.0
iPhone 16 256GB - Xanh Lưu Ly,13,18640000.0,24123333.333333332,29.42,3110567.49,0.0,28590000.0
iPhone 16 256GB - Xanh Mòng Két,13,16715000.0,24156666.666666668,44.52,3342477.0,0.0,28590000.0
iPhone 16 256GB - Đen,12,19290000.0,19840000.0,2.85,2162106.44,0.0,24990000.0
iPhone 16 512GB - Hồng,13,20265000.0,27890000.0,37.63,3032936.33,9390000.0,31390000.0
iPhone 16 512GB - Trắng,13,18765000.0,28140000.0,49.96,3581225.76,0.0,31490000.0
iPhone 16 512GB - Xanh Lưu Ly,13,17990000.0,27273333.333333332,51.6,3260787.68,0.0,31390000.0
iPhone 16 512GB - Xanh Mòng Két,13,17990000.0,27306666.666666668,51.79,3384076.44,0.0,31390000.0
iPhone 16 512GB - Đen,13,19540000.0,27006666.666666668,38.21,2811108.97,0.0,31490000.0
iPhone 16 Plus 128GB - Hồng,35,18315000.0,23623333.333333332,28.98,1993271.38,0.0,25990000.0
iPhone 16 Plus 128GB - Trắng,35,18365000.0,23673333.333333332,28.9,1978423.73,0.0,25990000.0
iPhone 16 Plus 128GB - Xanh Lưu Ly,35,18365000.0,23690000.0,29.0,1986253.64,0.0,25990000.0
iPhone 16 Plus 128GB - Xanh Mòng Két,34,18390000.0,23690000.0,28.82,1943312.67,8690000.0,26990000.0
iPhone 16 Plus 128GB - Đen,35,18365000.0,23673333.333333332,28.9,2035162.05,0.0,25990000.0
iPhone 16 Plus 256GB - Hồng,10,19115000.0,24856666.666666668,30.04,3778182.66,0.0,33990000.0
iPhone 16 Plus 256GB - Trắng,10,19190000.0,24956666.666666668,30.05,3413575.52,0.0,28990000.0
iPhone 16 Plus 256GB - Xanh Lưu Ly,10,19940000.0,24715000.0,23.95,3202150.24,0.0,28990000.0
iPhone 16 Plus 256GB - Xanh Mòng Két,10,19165000.0,24956666.666666668,30.22,3252704.02,0.0,28590000.0
iPhone 16 Plus 256GB - Đen,10,19190000.0,24956666.666666668,30.05,3399555.57,0.0,28990000.0
iPhone 16 Plus 512GB - Hồng,14,20740000.0,28606666.666666668,37.93,3637406.14,9390000.0,34290000.0
iPhone 16 Plus 512GB - Trắng,11,11742500.0,29330000.0,149.78,5595395.69,0.0,34290000.0
iPhone 16 Plus 512GB - Xanh Lưu Ly,14,20390000.0,28206666.666666668,38.34,3367676.44,0.0,34290000.0
iPhone 16 Plus 512GB - Xanh Mòng Két,14,19640000.0,28790000.0,46.59,3612385.08,0.0,34290000.0
iPhone 16 Plus 512GB - Đen,14,19640000.0,28823333.333333332,46.76,3900060.79,9390000.0,37990000.0
"iPhone 16 Plus | Giá rẻ, trả góp 0%, nhiều ưu đãi - Trắng",3,3.331666705277502e+16,25440000.0,-100.0,1.9235386677117904e+16,12490000.0,1.999000021990001e+17
iPhone 16 Pro 128GB - Titan Sa Mạc,35,21365000.0,26323333.333333332,23.21,2567203.13,0.0,35990000.0
iPhone 16 Pro 128GB - Titan Trắng,37,21365000.0,26323333.333333332,23.21,2633123.92,0.0,35990000.0
iPhone 16 Pro 128GB - Titan Tự nhiên,36,24215000.0,26273333.333333332,8.5,2140824.6,0.0,35990000.0
iPhone 16 Pro 128GB - Titan Đen,37,25165000.0,28256666.666666668,12.29,2764905.73,0.0,42590000.0
iPhone 16 Pro 1TB - Titan Sa Mạc,15,31715000.0,41640000.0,31.29,4034379.53,18490000.0,48490000.0
iPhone 16 Pro 1TB - Titan Trắng,15,31390000.0,37723333.333333336,20.18,3282247.13,18490000.0,43090000.0
iPhone 16 Pro 1TB - Titan Tự nhiên,15,31390000.0,41640000.0,32.65,4164123.82,19490000.0,48490000.0
iPhone 16 Pro 1TB - Titan Đen,15,28740000.0,41640000.0,44.89,4221148.23,18490000.0,48490000.0
iPhone 16 Pro 256GB - Titan Sa Mạc,18,22865000.0,27273333.333333332,19.28,2286369.69,11990000.0,39990000.0
iPhone 16 Pro 256GB - Titan Trắng,18,23240000.0,28273333.333333332,21.66,2332222.49,11990000.0,39990000.0
iPhone 16 Pro 256GB - Titan Tự nhiên,18,22490000.0,26756666.666666668,18.97,2199659.77,11990000.0,39990000.0
iPhone 16 Pro 256GB - Titan Đen,18,25915000.0,27273333.333333332,5.24,1065223.44,11990000.0,34790000.0
iPhone 16 Pro 512GB - Titan Sa Mạc,16,24390000.0,29856666.666666668,22.41,3074913.59,11990000.0,45990000.0
iPhone 16 Pro 512GB - Titan Trắng,16,26865000.0,33956666.666666664,26.4,3040146.73,11990000.0,44990000.0
iPhone 16 Pro 512GB - Titan Tự nhiên,16,24015000.0,28706666.666666668,19.54,2655296.36,11990000.0,44990000.0
iPhone 16 Pro 512GB - Titan Đen,16,27440000.0,31790000.0,15.85,2156615.59,11990000.0,42590000.0
iPhone 16 Pro Max 1TB - Titan Sa Mạc,17,29340000.0,43240000.0,47.38,4714887.47,18490000.0,48490000.0
iPhone 16 Pro Max 1TB - Titan Trắng,17,29340000.0,43240000.0,47.38,4666148.32,18490000.0,48490000.0
iPhone 16 Pro Max 1TB - Titan Tự nhiên,17,32165000.0,43240000.0,34.43,4286112.67,19490000.0,48490000.0
iPhone 16 Pro Max 1TB - Titan Đen,17,30665000.0,43240000.0,41.01,4364238.05,22990000.0,48490000.0
iPhone 16 Pro Max 256GB - Titan Sa Mạc,29,23665000.0,31140000.0,31.59,3090523.91,0.0,39990000.0
iPhone 16 Pro Max 256GB - Titan Trắng,27,23665000.0,31190000.0,31.8,3253841.66,0.0,39990000.0
iPhone 16 Pro Max 256GB - Titan Tự nhiên,28,23665000.0,31190000.0,31.8,3202102.18,0.0,39990000.0
iPhone 16 Pro Max 256GB - Titan Đen,28,27465000.0,31190000.0,13.56,2314860.97,0.0,37990000.0
iPhone 16 Pro Max 512GB - Titan Sa Mạc,23,27065000.0,36723333.333333336,35.69,3406370.64,11990000.0,44990000.0
iPhone 16 Pro Max 512GB - Titan Trắng,23,27065000.0,36723333.333333336,35.69,3348363.09,11990000.0,44990000.0
iPhone 16 Pro Max 512GB - Titan Tự nhiên,23,27065000.0,35690000.0,31.87,3027110.99,11990000.0,44990000.0
iPhone 16 Pro Max 512GB - Titan Đen,23,29165000.0,36723333.333333336,25.92,2462272.22,11990000.0,40190000.0
iPhone 16e 128GB - Trắng,21,13240000.0,17150000.0,29.53,1564483.3,0.0,24990000.0
iPhone 16e 128GB - Đen,27,14790000.0,15933333.333333334,7.73,1160189.11,0.0,24990000.0
iPhone 16e 256GB - Trắng,11,16740000.0,20350000.0,21.57,2819062.92,9390000.0,28590000.0
iPhone 16e 256GB - Đen,11,14240000.0,18300000.0,28.51,2171014.62,0.0,24990000.0
iPhone 16e 512GB - Trắng,9,17740000.0,21823333.333333332,23.02,2767005.5,9390000.0,31490000.0
iPhone 16e 512GB - Đen,9,17040000.0,20023333.333333332,17.51,2558507.88,9390000.0,31490000.0
iPhone 17 256GB - Trắng,34,18240000.0,24940000.0,36.73,2226672.33,8690000.0,24990000.0
iPhone 17 256GB - Tím Oải Hương,35,24990000.0,24856666.666666668,-0.53,2167247.7,8690000.0,24990000.0
iPhone 17 256GB - Xanh Lam Khói,35,24990000.0,24940000.0,-0.2,2168137.42,9390000.0,24990000.0
iPhone 17 256GB - Xanh Lá Xô Thơm,34,24990000.0,24940000.0,-0.2,2245896.84,8690000.0,24990000.0
iPhone 17 256GB - Đen,35,24990000.0,24973333.333333332,-0.07,1733764.63,9390000.0,30490000.0
iPhone 17 512GB - Trắng,5,19615000.0,27590000.0,40.66,3047765.57,9390000.0,31490000.0
iPhone 17 512GB - Tím Oải Hương,5,21490000.0,27590000.0,28.39,2728002.93,9390000.0,31490000.0
iPhone 17 512GB - Xanh Lam Khói,5,19865000.0,27590000.0,38.89,2993555.58,9390000.0,31490000.0
iPhone 17 512GB - Xanh Lá Xô Thơm,5,19865000.0,21292000.0,7.18,709782.22,0.0,31490000.0
iPhone 17 512GB - Đen,5,21415000.0,27590000.0,28.83,2538047.97,9390000.0,31490000.0
iPhone 17 Pro 1TB - Bạc,8,32190000.0,47990000.0,49.08,5212211.07,13590000.0,47990000.0
iPhone 17 Pro 1TB - Cam Vũ Trụ,8,47990000.0,47440000.0,-1.15,3270281.25,24990000.0,47990000.0
iPhone 17 Pro 1TB - Xanh Đậm,8,47990000.0,36023333.333333336,-24.94,4967896.44,12090000.0,47990000.0
iPhone 17 Pro 256GB - Bạc,46,34990000.0,34806666.666666664,-0.52,3535236.02,8690000.0,37990000.0
iPhone 17 Pro 256GB - Cam Vũ Trụ,46,34790000.0,34456666.666666664,-0.96,3346100.24,9390000.0,40890000.0
iPhone 17 Pro 256GB - Xanh Đậm,45,23240000.0,34573333.333333336,48.77,3393619.5,8690000.0,34990000.0
iPhone 17 Pro 512GB - Bạc,8,24865000.0,33823333.333333336,36.03,6942585.28,9390000.0,43990000.0
iPhone 17 Pro 512GB - Cam Vũ Trụ,8,32023333.333333332,33823333.333333336,5.62,3699793.19,13590000.0,41490000.0
iPhone 17 Pro 512GB - Xanh Đậm,8,22365000.0,30190000.0,34.99,6048285.96,0.0,41490000.0
iPhone 17 Pro Max 1TB - Bạc,11,34190000.0,49490000.0,44.75,5445724.39,13590000.0,53990000.0
iPhone 17 Pro Max 1TB - Cam Vũ Trụ,11,57490000.0,50990000.0,-11.31,3996305.74,34690000.0,63990000.0
iPhone 17 Pro Max 1TB - Xanh Đậm,11,50990000.0,38023333.333333336,-25.43,5474519.26,0.0,50990000.0
iPhone 17 Pro Max 256GB - Bạc,53,24740000.0,37256666.666666664,50.59,3671554.81,9390000.0,39990000.0
iPhone 17 Pro Max 256GB - Cam Vũ Trụ,54,37990000.0,37573333.333333336,-1.1,2536357.63,0.0,43990000.0
iPhone 17 Pro Max 256GB - Xanh Đậm,55,37990000.0,37540000.0,-1.18,3603025.99,0.0,37990000.0
iPhone 17 Pro Max 2TB - Bạc,9,50990000.0,55323333.333333336,8.5,4947066.75,37690000.0,64990000.0
iPhone 17 Pro Max 2TB - Cam Vũ Trụ,9,63990000.0,45908333.333333336,-28.26,7829443.62,0.0,63990000.0
iPhone 17 Pro Max 2TB - Xanh Đậm,9,57490000.0,44291666.666666664,-22.96,6894066.18,0.0,63990000.0
iPhone 17 Pro Max 512GB - Bạc,13,32023333.333333332,42990000.0,34.25,4816368.53,13590000.0,44990000.0
iPhone 17 Pro Max 512GB - Cam Vũ Trụ,13,33856666.666666664,43706666.666666664,29.09,4422006.62,0.0,44490000.0
iPhone 17 Pro Max 512GB - Xanh Đậm,13,27990000.0,43906666.666666664,56.87,7061014.91,0.0,44490000.0
iPhone Air 1TB - Trắng Mây,9,28865000.0,41740000.0,44.6,4933685.13,12890000.0,41990000.0
iPhone Air 1TB - Vàng Nhạt,9,28865000.0,41490000.0,43.74,4891813.88,15790000.0,41990000.0
iPhone Air 1TB - Xanh Da Trời,9,28865000.0,41740000.0,44.6,4933685.13,12890000.0,41990000.0
iPhone Air 1TB - Đen Không Gian,9,28865000.0,41740000.0,44.6,4933685.13,12890000.0,41990000.0
iPhone Air 256GB - Trắng Mây,37,25315000.0,26456666.666666668,4.51,1947305.3,8690000.0,30990000.0
iPhone Air 256GB - Unknown,4,30490000.0,26456666.666666668,-13.23,2645103.79,11990000.0,30990000.0
iPhone Air 256GB - Vàng Nhạt,36,25315000.0,26456666.666666668,4.51,1975624.66,8490000.0,30990000.0
iPhone Air 256GB - Xanh Da Trời,36,30390000.0,26373333.333333332,-13.22,1956252.23,8690000.0,30990000.0
iPhone Air 256GB - Đen Không Gian,37,30990000.0,26456666.666666668,-14.63,2173030.47,8690000.0,30990000.0
iPhone Air 512GB - Trắng Mây,9,26890000.0,29715000.0,10.51,3465420.96,15790000.0,36490000.0
iPhone Air 512GB - Vàng Nhạt,9,26890000.0,27680000.0,2.94,3586313.49,15790000.0,36490000.0
iPhone Air 512GB - Xanh Da Trời,9,26765000.0,30065000.0,12.33,3470808.22,15790000.0,36490000.0
iPhone Air 512GB - Đen Không Gian,9,24865000.0,28356666.666666668,14.04,4024419.54,12090000.0,36490000.0
