retailer,original_name,original_specs,product_key,product_name,category,variant_storage,variant_color,price,stock,url
Mobile World,iPad A16 5G 128GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Bạc 128gb,iPad,128gb,Bạc,13590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/256GB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 256gb 16GB,Mac,256gb,16GB - 256 GB,28990000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,MacBook Pro 16 inch M4 Pro 48GB/1TB,,macbook_pro_16_inch_m4_pro,MacBook Pro 16 inch (M4 Pro) Bạc 1tb 48GB,Mac,1tb,Bạc,79090000.0,No,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-48gb-1tb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Xanh đen,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,MacBook Air 13 inch M4 32GB/256GB,,macbook_air_13_inch_m4,MacBook Air 13 inch (M4) Xanh Da Trời 256gb 32GB,Mac,256gb,Xanh Da Trời,34490000.0,No,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-256gb
Mobile World,iPad A16 5G 128GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Hồng 128gb,iPad,128gb,Hồng,13590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Bạc,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,MacBook Air 13 inch M4 32GB/256GB,,macbook_air_13_inch_m4,MacBook Air 13 inch (M4) Vàng 256gb 32GB,Mac,256gb,Vàng,34490000.0,No,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-256gb
Mobile World,iPad A16 5G 128GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Xanh Dương 128gb,iPad,128gb,Xanh Dương,13590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,16GB - 1 TB,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,MacBook Pro 16 inch M4 Pro 48GB/1TB,,macbook_pro_16_inch_m4_pro,MacBook Pro 16 inch (M4 Pro) 1tb 48GB,Mac,1tb,Đen,79090000.0,No,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-48gb-1tb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Xanh da trời nhạt,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,MacBook Air 13 inch M4 32GB/256GB,,macbook_air_13_inch_m4,MacBook Air 13 inch (M4) Xanh Da Trời 256gb 32GB,Mac,256gb,Xanh Da Trời,33990000.0,No,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-256gb
Mobile World,iPad A16 5G 128GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Vàng 128gb,iPad,128gb,Vàng,13590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Pro 16 inch M4 Pro 48GB/1TB,,macbook_pro_16_inch_m4_pro,MacBook Pro 16 inch (M4 Pro) Bạc 1tb 48GB,Mac,1tb,Bạc,79090000.0,No,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m4-pro-48gb-1tb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,Vàng,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Vàng,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Bạc 256gb,iPad,256gb,Bạc,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Xanh đen,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,iPad A16 WiFi 128GB,,ipad_a16,iPad (A16) Vàng 128gb,iPad,128gb,Vàng,9590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Bạc,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Xanh Dương 256gb,iPad,256gb,Xanh Dương,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Bạc 1tb 16GB,Mac,1tb,Bạc,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,MacBook Air 15 inch M4 24GB/512GB,,apple_watch_series_10_titanium,Apple Watch Series 10 (Titanium Titan) (GPS + Cellular) 512gb 24GB,Watch,512gb,Xanh da trời nhạt,38490000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-512gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Hồng 256gb,iPad,256gb,Hồng,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad A16 WiFi 128GB,,ipad_a16,iPad (A16) Xanh Dương 128gb,iPad,128gb,Xanh Dương,9590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xám Không Gian 128gb,iPad,128gb,Xám Không Gian,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Vàng 256gb,iPad,256gb,Vàng,16590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Tím 128gb,iPad,128gb,Tím,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad A16 WiFi 128GB,,ipad_a16,iPad (A16) Bạc 128gb,iPad,128gb,Bạc,9590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/256GB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 256gb 16GB,Mac,256gb,16GB - 256 GB,28990000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch WiFi 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xanh Dương 128gb,iPad,128gb,Xanh Dương,13690000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Bạc 256gb,iPad,256gb,Bạc,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) 128gb,iPad,128gb,Trắng Starlight,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,16GB - 1 TB,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 WiFi 128GB,,ipad_a16,iPad (A16) Hồng 128gb,iPad,128gb,Hồng,9590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Xanh Dương 256gb,iPad,256gb,Xanh Dương,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xám Không Gian 128gb,iPad,128gb,Xám Không Gian,13690000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Hồng 256gb,iPad,256gb,Hồng,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xanh Dương 128gb,iPad,128gb,Xanh Dương,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,Vàng,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch WiFi 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) 128gb,iPad,128gb,Trắng Starlight,13690000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Xanh Dương 256gb,iPad,256gb,Xanh Dương,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Vàng 256gb,iPad,256gb,Vàng,16590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Tím 128gb,iPad,128gb,Tím,13690000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xám Không Gian 128gb,iPad,128gb,Xám Không Gian,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Vàng 256gb,iPad,256gb,Vàng,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Bạc 256gb,iPad,256gb,Bạc,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Bạc 1tb 16GB,Mac,1tb,Bạc,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Xanh Dương 256gb,iPad,256gb,Xanh Dương,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Tím 128gb,iPad,128gb,Tím,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 256GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xanh Dương 256gb,iPad,256gb,Xanh Dương,16390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Hồng 256gb,iPad,256gb,Hồng,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Hồng 256gb,iPad,256gb,Hồng,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/256GB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 256gb 16GB,Mac,256gb,16GB - 256 GB,28990000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) 128gb,iPad,128gb,Trắng Starlight,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 256GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Tím 256gb,iPad,256gb,Tím,16390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Bạc 256gb,iPad,256gb,Bạc,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Vàng 256gb,iPad,256gb,Vàng,16590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,16GB - 1 TB,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch WiFi 256GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xám Không Gian 256gb,iPad,256gb,Xám Không Gian,16390000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xanh Dương 128gb,iPad,128gb,Xanh Dương,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Bạc 256gb,iPad,256gb,Bạc,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Xanh Dương 256gb,iPad,256gb,Xanh Dương,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,Vàng,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Xanh Dương 256gb,iPad,256gb,Xanh Dương,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 256GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) 256gb,iPad,256gb,Trắng Starlight,16390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xám Không Gian 128gb,iPad,128gb,Xám Không Gian,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Hồng 256gb,iPad,256gb,Hồng,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Vàng 256gb,iPad,256gb,Vàng,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Tím 128gb,iPad,128gb,Tím,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) 512gb,iPad,512gb,Trắng Starlight,21990000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Bạc 1tb 16GB,Mac,1tb,Bạc,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Vàng 256gb,iPad,256gb,Vàng,16590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Hồng 256gb,iPad,256gb,Hồng,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xám Không Gian 512gb,iPad,512gb,Xám Không Gian,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) 128gb,iPad,128gb,Trắng Starlight,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Bạc 256gb,iPad,256gb,Bạc,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xanh Dương 512gb,iPad,512gb,Xanh Dương,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Bạc 256gb,iPad,256gb,Bạc,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/256GB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 256gb 16GB,Mac,256gb,16GB - 256 GB,28990000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Xanh Dương 256gb,iPad,256gb,Xanh Dương,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Tím 512gb,iPad,512gb,Tím,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xanh Dương 128gb,iPad,128gb,Xanh Dương,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Hồng 256gb,iPad,256gb,Hồng,16590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,16GB - 1 TB,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) 512gb,iPad,512gb,Trắng Starlight,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Xanh Dương 256gb,iPad,256gb,Xanh Dương,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xám Không Gian 512gb,iPad,512gb,Xám Không Gian,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad A16 5G 256GB,,ipad_a16,iPad (A16) (Wi-Fi + Cellular) Vàng 256gb,iPad,256gb,Vàng,16590000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Xám Không Gian 128gb,iPad,128gb,Xám Không Gian,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) 1tb 16GB,Mac,1tb,Vàng,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Vàng 256gb,iPad,256gb,Vàng,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Xanh Dương 512gb,iPad,512gb,Xanh Dương,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Xanh Da Trời 1tb 16GB,Mac,1tb,Xanh Da Trời,39690000.0,No,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
Mobile World,iPad Air M3 11 inch WiFi 512GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) Tím 512gb,iPad,512gb,Tím,21990000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-128gb
Mobile World,iPad Air M3 11 inch 5G 128GB,,ipad_air_11_inch_m3,iPad Air 11 inch (M3) (Wi-Fi + Cellular) Tím 128gb,iPad,128gb,Tím,17790000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb
Mobile World,iPad Air M3 13 inch 5G 128GB,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) (GPS + Cellular) 128gb,Watch,128gb,Tím,23590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb
Mobile World,iPad A16 WiFi 256GB,,ipad_a16,iPad (A16) Hồng 256gb,iPad,256gb,Hồng,12390000.0,Yes,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-128gb
Mobile World,iPad Air M3 13 inch 5G 128GB,,apple_watch_series_11_titanium,Apple Watch Series 11 (Titanium Titan) (GPS + Cellular) 128gb,Watch,128gb,Xanh Dương,23590000.0,No,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-5g-128gb
Mobile World,MacBook Air 15 inch M4 16GB/1TB,,macbook_air_15_inch_m4,MacBook Air 15 inch (M4) Bạc 1tb 16GB,Mac,1tb,Bạc,39690000.0,Yes,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb
